96613 97536
141 164 211
245 57 40
207 27 167
131 203 253
113 99 109
97 230 71
76 32 137
2 118 167
144 60 234
121 101 241
31 170 41
240 124 101
44 93 221
104 118 47
21 131 66
179 102 29
125 7 10
175 75 160
174 70 131
196 242 5
46 17 234
161 12 244
160 227 14
51 143 42
221 100 41
230 82 115
83 30 252
32 228 235
157 126 41
251 173 118
100 15 214
66 72 125
118 242 127
174 32 234
36 161 27
98 73 102
225 229 115
164 162 210
25 21 190
222 40 4
79 144 130
214 157 196
122 126 167
41 89 6
161 195 221
13 112 105
181 68 48
72 6 240
175 94 233
107 239 0
234 163 167
84 139 154
195 216 191
228 224 217
111 44 209
253 248 175
29 186 171
191 126 220
76 65 99
3 148 48
111 34 175
24 248 2
191 155 136
189 87 240
96 67 0
95 240 216
183 198 96
148 109 23
11 226 134
215 254 1
91 161 126
134 184 161
127 216 94
26 45 179
130 224 103
166 76 223
63 148 89
146 123 55
58 140 23
152 243 243
193 153 125
0 92 107
68 128 125
24 169 86
241 250 129
246 53 66
148 236 252
114 31 83
173 227 82
95 227 64
211 211 235
9 58 139
73 17 147
244 51 1
223 143 20
211 146 114
11 87 23
198 106 177
71 74 55
217 246 206
174 26 103
185 188 147
210 132 134
185 229 61
224 211 64
5 215 125
248 146 40
37 20 174
198 145 19
182 88 88
101 28 184
100 237 229
117 118 134
43 82 162
122 156 197
206 12 249
121 56 240
152 204 237
206 227 81
83 194 215
80 160 223
134 65 96
167 149 85
243 149 190
237 12 147
80 32 51
132 170 58
68 187 195
55 238 130
165 76 53
149 237 95
241 164 77
138 77 212
11 156 72
63 127 151
55 111 153
51 65 231
88 90 226
154 84 170
105 114 53
246 121 202
57 197 140
245 178 210
107 181 134
138 183 196
173 145 100
79 183 61
56 117 68
25 81 204
137 100 156
221 209 144
95 163 250
195 175 16
244 89 251
137 70 96
127 101 137
26 210 113
234 127 89
110 172 184
209 146 164
165 201 3
187 88 37
95 112 152
157 55 83
95 59 144
139 92 225
96 81 114
193 23 115
55 227 19
210 118 162
42 228 173
47 37 51
144 13 63
219 132 147
170 16 37
109 10 150
192 27 248
71 218 113
128 145 167
22 163 245
147 5 214
137 189 14
129 119 119
86 129 124
200 210 167
106 234 208
55 166 204
111 106 170
144 35 236
132 14 50
94 86 80
57 213 212
20 167 89
201 77 64
103 146 162
155 112 161
238 165 88
251 190 28
247 187 214
21 156 141
172 119 133
51 235 126
103 4 242
56 236 104
83 11 48
93 84 45
68 245 113
43 172 214
216 99 224
184 235 137
206 235 194
38 86 206
166 20 205
89 151 4
123 148 200
248 29 29
29 201 99
167 180 162
115 117 89
131 100 227
16 191 196
222 143 126
19 102 193
60 70 19
68 72 69
142 236 70
109 19 62
173 14 246
246 74 237
26 129 187
196 123 131
245 190 166
83 191 251
60 122 53
18 115 56
69 138 148
255 53 95
126 246 27
132 34 119
99 91 5
145 78 62
193 134 109
250 131 78
42 79 143
19 63 113
184 179 60
138 232 66
5 54 158
133 82 5
107 119 46
252 116 199
121 20 243
89 102 186
182 193 253
77 158 203
154 164 34
246 108 133
202 243 247
47 180 43
147 209 17
55 234 16
169 101 126
133 83 58
32 61 126
235 122 55
172 226 135
234 241 63
21 188 120
84 74 140
254 40 28
41 85 246
215 216 227
171 156 210
32 107 220
195 27 12
224 77 246
153 69 131
102 208 120
110 52 165
62 139 190
189 47 75
118 244 54
146 98 215
19 57 155
43 217 141
206 100 112
205 190 46
20 175 191
232 212 219
61 36 20
111 51 41
11 121 181
113 70 128
102 43 35
252 2 186
87 217 214
52 105 249
67 227 52
175 62 200
105 68 211
19 10 117
158 172 240
243 80 174
71 226 48
230 13 90
151 88 150
233 115 186
11 15 197
248 230 193
35 174 119
231 54 177
98 223 61
135 31 247
137 233 121
246 255 72
16 148 153
70 215 253
229 57 150
82 132 171
105 39 172
220 63 6
167 62 91
235 82 248
215 199 159
101 28 254
19 146 108
232 72 195
89 83 109
238 74 255
193 62 253
33 27 145
255 225 101
251 54 220
28 65 88
162 210 95
113 57 173
3 97 152
229 15 92
45 73 26
104 88 187
240 226 237
175 14 249
182 176 39
50 239 220
161 226 200
99 25 183
231 11 219
48 227 175
106 32 202
187 254 47
156 178 1
89 205 169
145 109 199
201 2 143
102 208 89
182 122 145
209 46 72
111 90 24
9 230 21
229 106 3
217 223 11
230 178 161
0 71 92
153 83 239
204 141 127
58 168 19
247 156 202
23 157 24
192 89 75
202 79 236
78 95 236
185 229 152
65 250 198
203 174 191
154 98 198
108 125 89
206 57 127
196 65 177
37 71 78
51 232 156
88 116 180
17 117 251
107 7 240
164 96 116
200 30 221
98 46 109
157 110 11
104 82 73
120 60 32
59 67 231
32 155 113
190 222 88
182 231 220
115 255 224
13 130 232
246 90 47
70 207 33
183 159 225
176 108 173
248 206 52
224 180 51
7 216 8
12 116 238
189 120 29
172 237 13
54 80 136
83 10 78
210 71 118
203 227 218
108 34 37
112 114 99
218 98 32
207 148 124
166 94 187
127 67 57
11 160 207
64 19 7
50 132 182
82 234 206
174 15 138
23 4 69
53 14 153
236 39 149
161 112 44
68 35 50
39 229 122
7 141 246
215 183 231
42 188 127
84 232 130
144 4 202
212 141 190
32 50 17
91 107 111
39 72 226
52 208 8
240 123 129
176 180 20
162 106 127
35 16 242
90 160 155
28 125 213
137 76 217
228 17 252
143 63 225
58 119 46
153 39 154
77 78 121
184 10 8
249 195 43
67 6 98
70 114 17
111 72 119
31 122 239
45 74 67
80 223 64
67 81 205
194 36 48
174 39 69
250 41 214
55 21 91
207 66 183
84 35 225
108 153 119
65 148 164
134 199 226
95 156 135
222 173 27
205 100 226
250 152 35
69 65 26
31 149 142
57 48 129
147 17 129
47 149 112
17 182 239
89 53 163
141 130 20
120 114 213
42 40 50
243 197 157
120 172 139
51 129 136
243 58 160
65 199 119
184 71 168
163 197 59
138 235 83
116 51 110
5 125 193
194 16 149
33 112 189
45 152 116
234 110 62
190 138 176
126 179 32
4 152 172
72 172 31
117 47 157
124 208 22
4 105 240
210 190 118
254 79 222
135 152 8
43 83 77
145 159 231
34 14 233
34 16 185
236 55 131
95 62 45
220 228 170
98 240 186
174 4 136
110 254 151
223 28 255
114 39 245
76 65 4
192 53 132
15 87 59
15 84 37
150 136 212
175 175 237
4 8 166
11 76 91
205 7 138
100 42 217
140 247 249
204 153 120
40 0 233
98 218 232
40 193 229
205 247 183
83 72 107
250 229 204
140 84 139
26 216 34
237 202 189
214 229 201
34 118 3
213 223 26
8 3 64
113 107 58
134 61 215
182 102 210
171 133 136
155 120 13
9 149 135
132 249 211
81 119 222
248 5 68
47 192 5
159 218 119
105 17 191
128 122 116
51 207 56
120 126 111
213 34 93
254 56 72
128 44 123
22 13 64
110 139 28
147 17 253
56 18 29
145 228 192
124 196 20
50 205 229
176 17 225
152 21 156
65 84 147
35 165 230
240 141 126
236 227 211
109 91 154
130 202 250
53 61 30
228 72 57
169 10 93
192 221 175
112 174 224
234 113 247
14 39 197
31 117 166
198 192 88
251 62 8
173 140 240
56 159 23
15 38 12
41 197 188
7 167 174
119 87 73
90 232 247
26 206 54
148 250 3
155 18 28
102 227 7
136 87 240
63 154 170
56 54 129
41 69 161
193 15 52
229 177 142
55 158 254
74 19 26
39 220 162
220 254 81
83 25 45
169 165 62
175 88 175
104 82 199
155 234 60
212 39 203
99 78 35
69 19 122
245 71 108
145 24 244
226 63 152
34 187 38
151 220 148
89 204 225
221 225 255
34 88 60
142 72 158
216 236 43
154 157 28
92 12 96
58 156 7
113 242 99
115 14 7
90 140 237
206 225 97
182 176 138
86 135 172
156 162 110
210 145 210
242 201 152
68 139 74
19 173 37
162 26 148
162 52 247
212 85 245
168 30 135
238 97 116
245 190 7
175 80 21
181 251 188
58 59 86
81 134 154
20 157 231
137 94 33
94 243 174
207 129 119
84 147 250
231 244 199
6 201 6
188 246 217
85 56 177
133 129 243
49 111 125
25 1 239
17 203 198
143 88 158
179 141 67
26 19 92
21 60 195
35 230 244
180 60 32
168 110 183
5 175 136
212 38 215
49 141 237
224 170 10
21 255 202
42 44 92
121 1 24
148 53 84
143 55 144
31 157 75
175 15 34
199 204 9
81 25 182
161 51 161
76 164 34
51 6 142
78 153 108
20 59 15
156 156 65
197 200 192
11 97 182
207 25 122
62 76 62
30 208 109
34 77 235
157 193 123
167 250 234
18 44 215
192 238 57
60 61 223
158 97 170
42 194 55
41 9 29
223 43 38
191 48 250
36 200 53
48 22 238
173 62 6
250 138 231
112 75 114
194 196 81
65 187 231
19 133 146
178 170 1
90 114 195
42 252 102
33 173 178
69 25 231
140 181 21
107 238 213
18 128 16
180 33 161
125 215 233
251 148 183
35 242 10
65 29 156
102 84 56
68 132 70
106 232 19
96 189 188
23 93 206
165 103 239
79 191 48
58 133 216
112 87 202
242 124 211
12 197 122
45 77 58
232 91 33
241 19 69
51 188 161
73 192 34
8 182 26
221 20 81
38 92 101
211 222 66
238 104 209
229 119 49
158 208 28
195 124 65
205 166 181
171 204 216
39 54 50
71 194 58
105 90 12
200 179 105
160 33 162
64 170 60
158 161 109
68 99 190
189 24 127
195 133 202
216 74 67
33 37 228
135 23 112
151 120 90
154 91 78
207 215 156
217 11 46
187 249 216
250 141 35
183 108 218
227 88 6
223 84 35
33 205 169
178 104 71
168 84 91
232 42 140
205 187 157
145 103 193
130 204 35
111 239 92
209 45 13
149 149 216
155 124 103
64 105 77
145 171 222
246 53 80
115 153 197
221 54 14
137 242 72
94 28 164
95 73 239
251 69 193
197 116 87
109 53 127
6 39 44
2 89 126
104 212 106
53 254 67
229 194 212
143 140 208
40 108 181
189 7 132
202 29 215
243 200 53
205 201 193
128 120 140
90 46 52
179 77 160
184 44 232
238 137 214
141 97 132
8 48 249
88 8 220
232 9 149
46 20 111
94 216 153
181 137 32
69 218 45
94 27 51
216 129 208
231 9 139
81 114 183
16 59 34
200 188 98
157 155 202
75 89 127
141 177 35
57 235 3
153 130 220
228 176 135
240 171 46
103 198 225
48 185 150
197 166 3
168 203 210
68 219 24
205 107 31
8 2 221
251 169 177
243 8 61
109 121 115
188 159 49
127 79 1
78 1 214
35 249 226
99 233 208
161 189 10
98 206 222
147 180 144
118 99 191
32 101 172
239 76 68
120 165 245
221 34 183
145 175 217
235 169 107
32 127 92
121 81 164
219 116 21
254 235 170
237 38 102
157 173 40
186 132 251
5 104 203
213 50 134
142 8 24
62 34 185
146 77 141
224 114 133
9 200 251
75 133 145
104 25 36
174 100 253
187 104 145
25 87 88
1 33 181
241 192 224
201 244 72
179 56 249
10 12 221
237 236 240
71 142 198
122 57 241
228 86 42
253 135 70
195 238 100
161 99 210
35 207 158
15 225 206
186 219 174
176 48 195
16 27 49
37 127 199
31 181 231
3 15 252
41 49 78
212 153 70
217 237 129
75 227 76
157 222 83
199 158 178
67 138 167
10 130 148
211 66 19
58 173 70
172 164 182
25 56 76
226 80 85
130 27 148
215 234 189
36 67 251
24 80 85
130 242 255
122 29 2
42 87 193
118 95 64
53 110 63
194 148 126
0 25 207
48 235 186
41 128 223
203 185 94
204 166 235
47 57 90
255 77 191
42 137 130
140 12 239
145 225 42
239 173 148
100 22 0
143 205 73
38 79 42
64 175 102
118 6 160
249 97 123
243 66 204
210 18 15
78 19 96
65 178 154
176 79 119
150 204 192
79 139 239
180 160 208
75 92 6
18 133 126
207 207 52
242 125 220
101 39 72
224 26 158
153 215 198
110 145 143
210 191 128
46 28 79
110 170 115
240 149 79
28 7 228
61 80 15
126 232 187
20 57 150
255 57 32
228 47 50
241 66 84
203 160 114
236 95 210
13 102 97
99 254 167
215 225 4
136 217 14
53 85 23
97 118 79
81 134 3
43 220 218
238 146 36
240 151 159
36 14 57
100 239 176
94 101 43
4 101 26
145 109 3
114 111 1
190 75 37
11 116 251
171 137 211
202 10 174
222 117 222
97 110 173
219 189 175
150 69 143
159 73 118
219 146 82
92 88 176
50 248 239
117 222 224
64 49 62
189 28 134
175 206 12
237 129 100
201 49 122
100 194 241
82 200 153
35 53 30
166 140 68
7 114 72
20 185 62
72 45 126
122 207 140
51 78 245
33 202 20
36 82 200
219 158 118
199 230 244
91 245 43
144 193 148
213 44 221
120 195 89
215 140 6
250 76 77
103 198 204
77 222 201
93 177 28
227 246 180
2 71 5
34 40 254
234 222 87
98 122 92
15 163 124
39 2 69
47 92 151
160 195 46
104 95 219
96 196 2
17 206 46
92 114 228
220 21 254
37 56 40
41 165 99
102 93 144
173 242 118
161 30 196
68 171 241
38 13 20
19 58 8
85 168 113
226 123 135
21 61 169
185 192 44
148 254 227
185 5 71
65 96 91
61 113 145
6 185 95
49 13 74
203 25 137
178 200 150
40 105 62
232 171 25
105 195 104
32 89 208
200 17 112
45 202 51
231 233 127
0 73 137
140 168 245
134 171 139
160 205 42
195 209 61
106 152 100
44 97 9
8 227 25
74 193 29
46 64 102
140 84 7
36 84 207
109 249 142
250 116 57
199 193 211
13 126 38
118 239 169
191 250 48
49 54 50
115 113 200
165 47 187
199 13 48
211 24 217
22 114 182
172 212 196
45 220 50
234 31 243
76 121 195
50 18 250
97 9 198
104 215 160
128 181 23
82 173 69
167 44 140
112 31 114
176 4 174
27 129 194
150 80 186
221 172 241
236 126 217
16 250 66
155 115 156
186 132 22
220 233 186
167 155 202
118 9 13
200 133 209
57 68 202
204 122 19
186 119 0
253 222 133
80 63 85
93 192 10
79 154 252
2 147 137
132 191 250
174 43 79
241 63 153
178 251 167
202 93 45
5 142 184
177 171 7
160 67 159
45 229 183
29 77 205
113 18 134
144 235 163
75 217 50
164 228 75
106 34 236
250 70 218
212 238 144
191 95 164
167 120 36
140 252 223
16 140 148
131 225 123
137 39 172
167 137 65
87 80 85
124 31 42
67 54 20
223 189 2
152 139 192
40 228 62
94 32 131
126 60 27
213 194 21
122 142 248
53 84 52
255 254 245
164 46 103
89 141 204
119 181 243
149 207 239
174 60 30
33 232 227
170 26 163
164 206 220
49 12 118
31 186 154
164 205 185
69 239 132
127 243 255
23 175 3
18 13 192
196 122 33
127 251 29
192 138 97
244 142 213
35 140 225
41 97 136
68 160 175
28 246 43
150 148 105
12 20 203
195 92 24
180 96 134
7 213 77
202 58 199
207 187 125
184 219 194
146 232 155
152 172 47
239 208 245
118 233 75
8 57 80
193 119 12
30 63 70
19 2 163
110 136 223
34 91 56
75 195 111
6 17 226
125 103 175
174 78 229
217 170 31
157 244 48
33 192 156
233 248 21
30 86 61
117 254 75
252 78 115
110 55 33
230 188 96
5 119 5
227 33 120
107 154 53
240 231 87
18 25 196
94 29 226
34 231 209
109 116 160
58 146 2
42 122 91
104 152 71
134 21 243
107 6 205
184 67 130
40 87 65
213 17 182
106 140 71
173 217 107
223 136 58
232 192 136
80 174 37
98 111 28
31 190 2
196 17 185
6 236 50
100 141 16
14 66 61
94 6 206
207 56 203
243 144 182
231 146 226
33 52 255
188 121 98
132 38 241
118 221 191
109 69 187
55 11 253
65 213 151
157 138 241
21 120 33
123 59 183
135 115 244
211 176 110
222 31 134
24 205 60
101 172 70
162 157 126
5 30 244
114 119 78
33 129 64
39 82 59
183 112 167
64 101 68
180 198 138
148 3 23
152 163 144
15 182 136
75 162 62
175 154 84
63 88 212
191 251 23
199 17 106
82 50 139
182 198 76
3 189 3
59 98 146
235 158 39
253 55 4
227 246 242
115 187 45
252 226 233
133 136 190
59 149 158
105 147 38
154 182 101
184 171 111
60 252 85
207 53 91
239 8 130
110 38 191
232 131 120
139 65 31
186 121 251
119 147 139
152 245 254
52 44 185
204 222 226
21 32 100
119 16 241
152 189 228
139 190 26
129 14 15
6 8 238
56 145 80
113 216 218
100 52 5
153 2 167
200 150 30
140 156 47
93 124 243
214 155 98
177 145 101
253 175 121
128 99 57
59 96 121
144 154 177
123 105 235
210 122 109
151 85 217
183 156 129
208 89 13
208 233 215
142 113 134
170 216 199
89 190 59
232 233 244
23 30 20
161 98 106
135 13 37
252 72 245
255 188 45
10 160 197
98 112 79
228 231 64
101 29 16
6 208 38
3 67 145
235 61 236
62 8 14
233 129 82
24 151 150
79 212 71
209 184 13
188 22 254
98 177 95
195 200 81
58 93 7
189 72 86
56 138 192
238 77 64
233 151 137
220 163 120
4 78 223
236 40 252
34 0 55
62 7 248
194 224 186
202 51 163
125 161 68
187 38 91
134 82 159
12 220 4
101 121 253
97 10 158
245 111 180
41 164 37
155 252 61
241 142 174
201 51 111
11 162 192
179 144 248
96 227 240
79 79 29
145 255 192
147 16 179
85 11 185
235 169 93
15 122 198
249 74 8
175 94 212
144 216 164
203 227 168
243 131 36
254 9 1
75 169 185
128 162 239
102 240 74
7 140 114
183 159 56
221 48 86
139 61 80
67 58 78
136 108 17
5 154 80
107 8 31
94 188 49
3 123 8
14 4 129
105 100 54
186 140 168
129 105 52
132 33 65
182 88 38
236 124 183
242 133 131
230 190 30
220 96 20
59 46 84
86 85 50
37 54 89
54 233 60
38 155 235
68 19 87
42 253 102
116 215 107
221 143 219
101 41 90
78 23 111
26 1 130
197 41 246
247 187 117
226 160 207
255 178 247
247 94 2
77 28 57
167 68 153
209 39 85
192 116 60
76 85 11
85 199 17
141 21 186
32 137 210
237 163 161
23 124 47
9 34 87
77 12 103
192 248 135
11 207 34
108 105 241
47 65 145
101 119 159
196 190 201
179 250 100
227 191 92
18 251 154
201 89 57
44 85 28
58 244 198
18 143 130
22 72 60
252 244 156
57 157 66
67 244 50
152 67 205
155 192 250
153 80 56
149 32 217
179 154 159
85 152 95
71 244 129
144 188 125
190 173 150
201 208 137
227 70 238
204 163 117
131 114 75
107 174 75
67 84 192
121 104 236
194 244 139
4 236 9
239 3 47
215 207 98
172 209 214
47 59 63
165 139 229
188 80 44
106 185 225
220 188 249
212 247 130
19 153 241
150 244 22
206 136 90
34 168 24
89 11 45
191 218 17
31 39 23
232 210 175
33 58 177
232 90 35
185 26 251
179 251 192
143 112 31
7 118 209
220 84 100
196 129 187
223 41 112
136 196 84
157 186 194
143 19 131
221 149 111
201 237 25
99 168 28
61 52 238
108 27 61
158 47 64
106 110 141
44 190 72
1 211 205
205 220 31
66 205 193
107 91 208
39 9 104
144 219 190
79 125 123
65 11 56
251 191 40
24 36 90
73 168 16
165 163 38
176 41 127
6 70 228
188 110 235
197 74 183
10 49 176
242 227 129
134 97 9
130 252 249
228 243 82
231 48 10
94 8 125
240 9 111
173 64 210
227 120 140
73 94 235
216 149 143
228 29 239
89 152 199
37 82 14
56 24 69
162 67 62
176 131 177
32 71 52
191 221 111
14 158 166
195 189 242
64 147 191
84 133 96
233 208 227
98 225 104
219 2 164
143 131 96
2 174 5
206 29 162
30 82 238
60 159 40
192 192 240
62 179 102
136 183 58
221 118 105
157 195 219
94 120 46
110 87 58
38 246 68
167 40 212
205 87 165
118 204 53
128 229 209
0 148 56
157 205 44
30 167 131
137 89 154
93 96 61
213 108 89
53 233 19
145 63 31
137 25 107
240 90 116
95 139 230
29 214 82
225 255 28
93 210 251
148 245 148
102 51 26
215 136 2
254 159 30
159 136 196
216 188 210
113 220 159
172 166 65
161 22 182
149 175 201
201 88 204
175 91 126
141 103 187
241 155 194
141 13 53
73 73 35
171 180 186
246 228 116
127 64 217
42 141 46
24 45 171
224 65 9
244 234 140
251 89 214
66 118 29
160 64 160
87 56 119
213 115 4
110 35 177
91 190 205
165 11 149
201 181 211
52 66 158
234 113 22
240 119 54
88 141 22
0 207 46
89 96 118
222 69 126
250 125 209
145 63 62
106 104 219
41 114 228
154 154 188
123 248 192
18 183 170
31 176 181
21 14 198
167 213 58
249 82 56
33 226 145
193 152 141
208 165 70
252 145 81
38 162 235
226 9 233
6 171 18
172 160 179
56 189 139
52 199 96
44 29 223
206 254 145
244 180 13
102 76 177
124 167 132
219 255 19
12 59 97
155 166 76
0 232 235
128 76 210
198 187 75
234 246 214
24 241 144
29 96 95
124 210 227
221 243 168
249 203 7
72 10 187
27 207 21
244 103 78
42 240 117
73 240 222
167 57 32
32 174 10
7 206 20
157 8 50
180 71 24
74 60 80
65 74 178
118 31 23
236 103 102
204 22 74
90 57 48
55 85 95
142 186 68
245 86 84
42 230 5
250 156 209
235 148 68
136 170 127
95 145 187
12 62 168
233 255 201
59 211 16
247 236 110
109 87 19
129 54 138
58 40 0
198 159 82
83 85 181
67 44 20
163 19 124
245 195 44
166 125 36
207 5 70
9 144 100
126 104 214
132 103 108
92 153 213
244 179 205
179 18 190
188 126 140
52 247 200
94 33 129
182 53 101
85 131 246
51 221 251
53 148 124
0 190 226
6 9 16
77 67 158
221 89 112
221 140 94
189 248 183
7 207 181
173 211 64
237 241 152
26 13 185
251 96 152
112 248 134
162 52 96
243 86 88
86 134 114
228 210 14
198 16 30
209 185 205
91 6 196
60 253 91
244 52 75
111 108 192
224 89 225
159 45 31
28 195 244
64 124 210
206 43 113
168 167 198
2 211 61
232 72 22
164 222 241
230 196 234
190 240 217
191 5 145
243 7 47
92 116 221
59 152 148
83 57 192
224 237 209
1 183 37
186 191 204
229 66 16
167 15 205
63 36 249
78 74 242
233 207 101
20 158 239
117 100 199
95 150 11
137 100 150
11 253 88
119 181 175
41 241 51
32 217 237
255 69 252
11 106 7
61 29 22
193 217 170
124 197 34
108 104 215
253 210 119
176 101 127
160 124 230
201 168 93
34 59 172
230 80 19
155 160 184
196 186 136
56 118 30
143 194 129
53 25 219
246 62 127
30 22 204
141 183 216
71 4 233
103 106 25
136 162 198
244 128 155
62 50 76
25 137 100
127 21 180
142 63 64
157 168 197
124 121 33
222 95 78
87 109 179
122 31 231
249 42 68
213 225 228
0 85 211
254 132 154
105 36 118
104 242 214
110 152 241
231 120 154
157 255 149
238 95 26
57 170 86
7 206 247
214 235 48
148 228 187
48 82 188
197 17 149
76 40 14
218 182 87
210 43 210
154 254 172
169 140 166
18 251 158
212 39 186
147 4 72
141 2 167
231 78 216
160 9 140
211 201 200
10 7 111
210 62 93
210 232 211
15 167 96
39 46 149
164 206 28
187 177 13
18 41 153
95 155 98
1 244 23
224 163 45
57 144 206
34 138 82
225 28 228
122 211 27
247 82 174
80 199 150
15 164 44
246 168 48
80 151 191
195 53 146
172 96 45
116 95 188
96 189 215
196 73 97
172 21 57
74 134 131
211 211 163
147 142 78
85 0 55
128 130 57
108 32 34
225 33 91
197 78 31
83 11 12
128 155 41
87 53 189
106 164 128
180 172 24
122 114 223
15 142 91
138 151 252
200 70 242
87 134 64
24 7 84
187 50 200
104 140 32
41 235 156
244 14 120
106 117 47
161 135 157
151 106 23
28 37 204
86 210 14
52 17 88
89 1 41
120 98 9
20 177 87
20 92 180
190 96 29
233 237 27
139 235 145
236 106 8
40 107 148
194 134 165
119 80 84
153 148 30
140 189 1
72 255 121
232 35 207
170 6 181
245 33 45
56 188 34
194 155 68
230 63 0
0 25 178
63 56 92
61 98 136
196 148 39
95 89 130
130 129 152
100 24 134
242 172 196
89 75 95
21 185 123
152 206 187
208 3 102
70 138 98
134 149 94
12 141 185
244 105 15
21 105 119
82 224 206
72 207 166
167 130 183
199 108 221
108 247 11
169 3 188
100 69 201
244 204 169
187 76 139
221 12 201
94 128 163
67 245 66
154 229 118
105 192 175
248 80 24
244 9 228
88 220 41
37 107 227
77 171 239
88 92 31
184 223 181
189 75 240
168 217 100
86 248 86
112 176 96
48 20 243
10 244 164
230 25 67
172 164 33
83 107 30
169 109 83
151 176 112
139 38 37
77 109 55
110 137 8
10 226 190
159 51 79
25 39 24
117 222 205
118 136 224
110 221 178
9 30 47
142 216 162
37 174 222
245 202 23
64 199 254
192 56 249
244 23 148
34 180 123
53 13 154
195 146 57
213 181 51
88 233 144
54 208 45
131 204 61
78 51 189
237 202 57
224 98 118
162 164 212
249 109 139
172 78 16
169 10 70
244 41 65
4 244 200
86 127 226
88 132 3
2 63 186
176 141 245
27 250 48
137 125 39
138 29 235
212 177 102
35 112 174
45 25 192
252 208 114
90 13 193
10 41 197
6 111 239
253 184 99
190 1 132
93 126 19
45 9 107
230 7 196
148 35 126
33 93 231
141 102 254
67 72 15
1 187 82
74 200 200
103 122 4
86 212 181
63 70 250
70 84 237
207 43 241
148 92 151
28 246 64
113 171 196
43 212 202
36 100 141
121 46 68
160 12 110
185 196 169
101 196 226
205 8 251
154 200 63
7 189 60
103 39 212
162 209 172
152 196 65
123 120 68
111 142 22
20 137 115
202 252 175
203 29 24
118 204 79
87 102 192
211 253 124
132 206 33
169 10 155
48 80 215
73 104 204
134 27 94
232 67 7
121 101 80
56 116 119
131 141 224
72 198 23
159 116 150
159 107 140
133 29 77
147 185 66
38 132 106
239 41 202
103 188 95
198 146 114
34 76 95
145 162 38
89 203 99
144 158 135
189 186 94
95 91 74
95 162 188
215 124 211
181 111 33
40 237 17
209 11 96
52 161 157
221 63 186
46 136 14
218 198 88
116 212 160
154 179 11
169 108 5
251 5 67
23 177 139
102 137 77
68 112 111
135 240 210
211 40 128
78 48 140
157 125 248
39 32 74
16 252 152
117 79 39
199 18 2
85 37 7
107 71 92
145 61 83
202 191 34
227 2 246
53 243 75
107 136 151
31 172 160
115 173 24
244 65 88
98 113 79
55 18 249
254 147 4
223 68 107
231 108 43
243 190 94
80 16 99
100 100 222
255 163 175
43 147 52
136 249 115
163 222 255
198 114 178
41 7 148
154 20 135
242 64 147
232 233 225
45 163 202
207 156 131
89 240 79
40 79 60
233 134 216
66 191 99
22 164 94
220 156 150
4 224 243
99 34 179
24 232 224
109 252 23
153 121 3
118 90 23
134 157 103
218 81 188
183 42 37
18 115 194
55 119 123
51 175 211
225 96 42
164 107 0
57 125 21
32 224 129
141 158 24
236 182 175
77 138 37
89 224 62
167 250 166
125 185 191
103 208 14
46 96 86
13 157 193
63 81 184
48 82 39
255 69 104
19 69 12
238 75 50
134 103 58
194 39 232
255 196 89
155 235 93
248 60 7
130 213 159
140 129 52
40 104 121
77 81 192
220 206 40
104 244 87
206 109 92
252 249 140
131 199 114
184 45 52
152 152 241
180 220 6
187 42 67
145 76 113
231 252 181
211 118 189
224 147 177
127 7 101
239 160 59
241 151 179
222 83 169
0 41 158
54 255 167
84 228 225
184 239 107
7 15 92
26 136 53
123 82 176
4 160 10
123 44 21
74 30 177
150 176 127
106 211 238
184 132 241
73 152 254
10 28 33
43 168 83
11 51 78
241 64 145
239 138 94
150 117 201
56 229 59
235 85 245
148 67 112
146 66 180
246 93 255
58 139 71
247 97 133
26 76 204
111 240 145
176 136 186
80 86 65
186 132 156
195 9 31
117 103 18
134 100 59
21 16 5
132 165 138
133 54 42
181 37 126
96 199 186
57 214 230
48 122 112
176 2 8
230 182 196
221 67 252
154 168 102
123 190 76
132 160 254
95 164 202
59 172 34
207 235 177
44 120 151
34 72 0
94 100 204
153 112 19
101 231 149
124 145 130
164 35 36
121 12 63
199 202 78
57 116 235
128 49 252
68 204 121
129 178 239
24 252 6
186 72 184
132 148 248
213 101 247
74 198 85
239 22 211
245 158 102
152 90 186
248 132 140
13 191 91
8 244 98
181 63 225
188 124 21
218 90 114
98 247 0
169 116 231
36 9 140
108 113 205
92 218 70
6 143 156
53 23 65
176 132 55
131 38 175
242 217 164
228 168 187
229 133 13
23 53 170
167 205 247
156 84 50
31 91 193
142 185 26
243 158 96
189 194 18
199 98 89
16 52 213
184 175 0
26 50 125
24 231 239
250 127 39
107 27 202
120 245 200
162 174 49
93 70 78
151 45 6
19 241 250
201 109 225
127 136 253
89 230 208
27 33 82
68 80 84
87 25 220
227 125 153
49 16 192
160 118 245
19 34 5
251 216 163
237 99 105
189 112 192
147 158 134
123 22 135
89 78 38
78 199 202
237 221 227
209 6 177
117 28 4
91 117 182
233 2 147
126 175 224
178 170 195
193 105 63
132 135 129
154 201 168
122 234 88
174 5 179
112 182 139
76 64 242
165 98 109
39 161 115
144 48 4
84 182 121
3 172 222
132 8 118
127 103 51
131 255 76
214 245 60
241 248 198
7 38 211
63 165 81
87 129 77
237 165 255
172 6 148
2 99 190
47 36 136
204 52 213
33 248 151
218 172 160
253 200 154
55 66 141
207 192 243
232 36 87
